Facility.ID,PSI_03.x,PSI_06.x,PSI_08.x,PSI_09.x,PSI_10.x,PSI_11.x,PSI_12.x,PSI_13.x,PSI_14.x,PSI_15.x,PSI_90.x,MORT_30_COPD,MORT_30_HF,MORT_30_PN,READM-30-HF-HRRP,READM-30-COPD-HRRP,READM-30-PN-HRRP,H_COMP_1_STAR_RATING.x,H_COMP_2_STAR_RATING.x,H_COMP_3_STAR_RATING.x,H_COMP_5_STAR_RATING.x,H_COMP_6_STAR_RATING.x,H_COMP_7_STAR_RATING.x,H_CLEAN_STAR_RATING.x,H_QUIET_STAR_RATING.x,H_HSP_RATING_STAR_RATING.x,H_RECMND_STAR_RATING.x,H_STAR_RATING.x,HAI_6_SIR,OP-10,OP_18b,SEP_1,SEP_SH_3HR,SEV_SEP_3HR,SEV_SEP_6HR,EDAC_30_HF,EDAC_30_PN,OP_32,OP_36,READM_30_COPD,READM_30_HF,READM_30_HOSP_WIDE,READM_30_PN,PSI.90.W.Z.Score,CAUTI.W.Z.Score,CDI.W.Z.Score,Total.HAC.Score,MSPB-1.x,MORT.30.COPD.Measure.Score,MORT.30.HF.Measure.Score,MORT.30.PN.Measure.Score,MSPB.1.Measure.Score,Communication.with.Nurses.Dimension.Score,Communication.with.Doctors.Dimension.Score,Responsiveness.of.Hospital.Staff.Dimension.Score,Care.Transition.Dimension.Score,Communication.About.Medicines.Dimension.Score,Cleanliness.and.Quietness.of.Hospital.Environment.Dimension.Score,Discharge.Information.Dimension.Score,Overall.Rating.of.Hospital.Dimension.Score,HCAHPS.Base.Score,HCAHPS.Consistency.Score,HAI.6.Measure.Score,Weighted.Normalized.Clinical.Outcomes.Domain.Score,Unweighted.Person.and.Community.Engagement.Domain.Score,Weighted.Person.and.Community.Engagement.Domain.Score,Unweighted.Normalized.Efficiency.and.Cost.Reduction.Domain.Score,Weighted.Efficiency.and.Cost.Reduction.Domain.Score,Total.Performance.Score
10001,0.03689626416891916,0.33273292908427593,0.5535180725929475,0.3879711635772261,0.145409181358198,0.19327242721488436,0.17176077322083286,0.2833340679268518,0.22167731941970073,0.24985820421649663,0.07785399114316893,0.3404255319148937,0.24060150375939848,0.34517766497461927,0.5730377906976746,0.5255937755937756,0.20795471473260843,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.10381905821282908,0.026506024096385545,0.409375,0.55,0.75,0.7448979591836735,0.9,0.3433169423334824,0.24974093264248703,0.20437956204379557,0.22222222222222227,0.6477272727272726,0.4850746268656717,0.4651162790697674,0.2767857142857144,0.3002752694811041,0.2943399282031903,0.4194899409169097,0.37418233604479956,0.4510372868744867,0.2,0.3,0.6,0,0.3,0.1,0.4,0.3,0.4,0.3,0.6,0.2,0.325,0.9473684210526315,0.3,0.46551724137931355,0.42105263157894735,0.3116883116883149,0,0,0.3490384615384602
10005,0.13741991702696385,0.44180521081477286,0.5805859882247634,0.20681659657685425,0.20078988203051523,0.40212251023168444,0.2595520046661975,0.25615707307749797,0.2797892055972799,0.17401767688346623,0.21659778586503342,0.3723404255319149,0.8270676691729323,0.5228426395939086,0.49400436046511625,0.3212530712530713,0.29197080291970806,0.5,0.75,0.5,0.5,0.75,0.5,0.25,0.75,0.5,0.5,0.5,0.13125695216907673,0.12048192771084337,0.21875,0.64,0.8888888888888888,0.7551020408163265,0.96,0.34063477872150205,0.3533678756476684,0.25547445255474455,0.22222222222222227,0.2954545454545456,0.4850746268656717,0.3720930232558138,0.2589285714285716,0.4097656350492655,0.5627142432994142,0.32782389748959184,0.6036109971276159,0.44368099085376556,0,0,0.4,0,0,0.6,0,0,0.4,0.2,0.5,0,0.2125,0.8947368421052632,0.3,0.2948275862068986,0.3157894736842105,0.23376623376623618,0,0,0.25673076923076826
10006,0.1261335078539978,0.6345828682803312,0.5656337069302437,0.3933254948686116,0.2034865466784627,0.3803345917024774,0.20551578885407812,0.33016352860446513,0.24392465247506187,0.2138927909939877,0.21644454215803538,0.2872340425531915,0.5037593984962406,0.4365482233502539,0.19658430232558136,0.31490581490581476,0.400268136451661,0.5,0.5,0,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.25,0.06599925843529847,0.10602409638554218,0.371875,0.33,0.5833333333333334,0.6224489795918368,0.74,0.23513634331694236,0.4896373056994819,0.16788321167883205,0.2777777777777778,0.3068181818181817,0.2388059701492537,0.4883720930232556,0.4821428571428574,0.5500244398137428,0.3836270884504305,0.3680353002767182,0.44912983658789735,0.4481181078595845,0,0.4,0.2,0,0.1,0.3,0,0,0,0.5,0,0.3,0.15,0.631578947368421,0.5,0.17068965517241497,0.21052631578947367,0.15584415584415745,0,0,0.22788461538461452
10007,0.0523271226602074,0.47240083959419615,0.5998499728942623,0.2913929216998429,0.14503416007792072,0.24290018211227446,0.22403135478436653,0.36242566284260197,0.28848386002907445,0.2192736665568982,0.1243185023030236,0.40425531914893625,0.5187969924812029,0.583756345177665,0.6707848837209305,0.3902538902538902,0.389095784299121,0.5,0.5,0.5,0.75,0.75,0.75,0.5,1,0.5,0.5,0.75,0,0.026506024096385545,0.18125,1,1,1,1,0.3071077335717479,0.3585492227979275,0.5182481751824817,0.2777777777777778,0.5113636363636364,0.5149253731343283,0.4883720930232556,0.3482142857142859,0.2664454220369941,0,0.40662628075686186,0.2774626469381351,0.5301516885085951,0,0,0.2,0,0.3,0.7,0.4,0.6,0.4,0.5,0.5,0,0.425,0.8947368421052632,1,0.06896551724137288,0.49473684210526314,0.5012987012986961,0,0,0.15641025641026096
10008,0.06365862340541094,0.47864365556647626,0.6023210075769991,0.40307369883644123,0.14503416007792072,0.24290018211227446,0.285677991754617,0.36242566284260197,0.44324399636518985,0.17375590005238314,0.1424558596243964,0.5638297872340426,0.47368421052631576,0.451776649746193,0.44549418604651164,0.38820638820638814,0.27096678087293313,1,1,1,1,1,1,0.75,1,1,1,1,0,0.04578313253012048,0.140625,0.53,0.875,0.6938775510204082,0.93,0.2668752793920429,0.29689119170984457,0.5401459854014597,0.2777777777777778,0.443181818181818,0.4253731343283582,0.4418604651162791,0.2767857142857144,0.39345527514085044,0.41882371993845985,0.4985914790716226,0.47568128605566146,0.5230998575068614,0,0.3,0.6,0.6,1,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.775,1,0.7,0.37241379310345085,0.8105263157894737,0.8025974025974109,0.6,0.5100000000000051,0.5769230769230748
10011,0.04457648337075063,0.6193673058021956,0.5788272671112848,0.3929795170000943,0.4228052708107158,0.26545872495361417,0.24445740069888372,0.5365870030323212,0.26529401700820704,0.15014290736240388,0.16639572985136453,0.40425531914893625,0.39849624060150374,0.42639593908629453,0.31667877906976755,0.26699426699426687,0.2924176970058096,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.04671857619577308,0.07710843373493977,0.409375,0.34,0.5,0.6530612244897959,0.84,0.5610192221725525,0.4284974093264248,0.3868613138686132,0.2777777777777778,0.45454545454545453,0.4253731343283582,0.5581395348837209,0.32142857142857156,0.7334773996038176,0.49547896029582444,0.3591853015231969,0.48313982958796975,0.4590788485431305,0,0.3,0.1,0,0,0.2,0.3,0.1,0,0,0.2,0.1,0.1125,0.9473684210526315,0.6,0.20172413793103586,0.24210526315789474,0.17922077922078108,0,0,0.17884615384615316
10012,0.04327768707720971,0.46210373319562215,0.5971520064549477,0.27798072884770864,0.28344806077368107,0.23406786828460202,0.18749483888253038,0.3331887060222786,0.2886006493074088,0.21464310675186918,0.10888274781618616,0.27659574468085113,0.5639097744360901,0.4568527918781726,0.5639534883720929,0.4250614250614248,0.26619991062118287,0.25,0.5,0.25,0.25,0.5,0,0.5,0.75,0.25,0,0.25,0.039488320355951054,0.04096385542168675,0.334375,0.85,0.9305555555555556,0.9387755102040817,0.97,0.36253911488600804,0.25906735751295334,0.40875912408759113,0.1666666666666667,0.5227272727272728,0.4850746268656717,0.47674418604651153,0.26785714285714285,0.16269198116848033,0.14577991308807256,0.30531249220950807,0.25433874821984603,0.41313709524578307,0.4,0,0.7,0.3,0,0,0,0,0,0.2,0,0,0.025,0.5789473684210527,0.8,0.34913793103448515,0.09473684210526316,0.07012987012987086,0.3,0.22500000000000223,0.4471153846153829
10016,0.051266618856727605,0.42058213530127103,0.578694890253281,0.3853983000830717,0.4800579381713754,0.34162994179745304,0.16262442473683014,0.5441073536315675,0.5729087804023494,0.15726340390469878,0.17333137259041564,0.39361702127659587,0.5639097744360901,0.3401015228426396,0.39589389534883723,0.4238329238329237,0.4010129599284969,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.0921394141638858,0.12289156626506023,0.415625,0.63,0.8611111111111112,0.7448979591836735,0.92,0.2498882431828342,0.33471502590673574,0.36496350364963503,0.22222222222222227,0.5113636363636364,0.380597014925373,0.45348837209302323,0.33928571428571436,0.3641274986493787,0.29604037895759666,0.3720489616832448,0.3474860604890294,0.471239900886546,0.2,0.3,0.4,0,0,0,0.2,0,0.1,0,0,0,0.0375,0.8947368421052632,0.5,0.37241379310345085,0.16842105263157894,0.12467532467532597,0,0,0.32019230769230644
10018,0.11358078649242767,0.47949532725849175,0.6028694259887291,0.2908059619202326,0.2904063625935983,0.24178594500968165,0.2380203394546771,0.36242566284260197,0.44324399636518985,0.17375590005238314,0.1424700555972537,0.30851063829787234,0.47368421052631576,0.42131979695431476,0.44549418604651164,0.41093366093366085,0.3223596007746164,1,1,1,1,1,1,0.75,1,1,1,1,0,0.024096385542168676,0.38125,0.53,0.875,0.6938775510204082,0.88,0.3294590970049173,0.26580310880829017,0.3430656934306569,0.2777777777777778,0.5113636363636364,0.4253731343283582,0.40697674418604646,0.33928571428571436,0.363793059092897,0.41882371993845985,0.4985914790716226,0.4478505394771778,0.4332686381727185,0,0.2,0.6,0.6,0.9,0.8,0.8,0.9,0.8,0.8,0.9,0.8,0.7625,1,0.8,0.37241379310345085,0.8105263157894737,0.8025974025974109,0.6,0.5400000000000054,0.6115384615384591
10019,0.02520119132615336,0.521533342217928,0.6623318498720356,0.25175232239956924,0.14503416007792072,0.24290018211227446,0.2786902491577726,0.36242566284260197,0.42879285987233096,0.27153121383026463,0.11588245443274715,0.17021276595744686,0.4812030075187969,0.40609137055837563,0.31486191860465124,0.5466830466830467,0.2760315805154178,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.10011123470522804,0.11566265060240963,0.1875,0.78,0.8611111111111112,0.9081632653061225,0.96,0.2691104157353599,0.3259067357512953,0.40145985401459855,0.22222222222222227,0.6022727272727273,0.3208955223880598,0.5,0.28571428571428564,0.3522934835738725,0.0779778131663473,0.3945603669633286,0.4268024813536412,0.5114503414921769,0.5,0.2,0.4,0,0.4,0.7,0,0,0.5,0.3,0,0.4,0.2875,0.9473684210526315,0.2,0.3879310344827613,0.3894736842105263,0.2883116883116913,0,0,0.30576923076922957
