Facility.ID,PSI_03.x,PSI_06.x,PSI_08.x,PSI_09.x,PSI_10.x,PSI_11.x,PSI_12.x,PSI_15.x,PSI_90.x,MORT_30_COPD,MORT_30_HF,MORT_30_PN,READM-30-HF-HRRP,READM-30-COPD-HRRP,READM-30-PN-HRRP,H_COMP_1_LINEAR_SCORE.x,H_COMP_2_LINEAR_SCORE.x,H_COMP_3_LINEAR_SCORE.x,H_COMP_5_LINEAR_SCORE.x,H_COMP_6_LINEAR_SCORE.x,H_COMP_7_LINEAR_SCORE.x,H_CLEAN_LINEAR_SCORE.x,H_QUIET_LINEAR_SCORE.x,H_HSP_RATING_LINEAR_SCORE.x,HAI_6_SIR,OP-10,OP_18b,SEP_1,SEP_SH_3HR,SEV_SEP_3HR,EDAC_30_HF,EDAC_30_PN,OP_32,OP_36,READM_30_COPD,READM_30_HF,READM_30_HOSP_WIDE,READM_30_PN,PSI.90.W.Z.Score,CDI.W.Z.Score,Total.HAC.Score,Hospital.overall.rating,MSPB-1.x,MORT.30.HF.Measure.Score,MORT.30.PN.Measure.Score,MSPB.1.Measure.Score,Communication.with.Nurses.Dimension.Score,Communication.with.Doctors.Dimension.Score,Responsiveness.of.Hospital.Staff.Dimension.Score,Care.Transition.Dimension.Score,Communication.About.Medicines.Dimension.Score,Cleanliness.and.Quietness.of.Hospital.Environment.Dimension.Score,Discharge.Information.Dimension.Score,Weighted.Normalized.Clinical.Outcomes.Domain.Score,Unweighted.Person.and.Community.Engagement.Domain.Score,Weighted.Person.and.Community.Engagement.Domain.Score,Unweighted.Normalized.Efficiency.and.Cost.Reduction.Domain.Score,Weighted.Efficiency.and.Cost.Reduction.Domain.Score
10001,0.03270751912463582,0.09988427031308811,0.19705935700358224,0.3879711635772261,0.145409181358198,0.19327242721488436,0.17176077322083286,0.24985820421649663,0.07785399114316893,0.3404255319148937,0.24060150375939848,0.34517766497461927,0.5730377906976746,0.5255937755937756,0.20795471473260843,0.6296296296296297,0.5714285714285714,0.6153846153846154,0.574468085106383,0.75,0.48484848484848486,0.5357142857142857,0.6744186046511628,0.6774193548387096,0.10381905821282908,0.026506024096385545,0.409375,0.55,0.75,0.7448979591836735,0.3433169423334824,0.24974093264248703,0.20437956204379557,0.22222222222222227,0.6477272727272726,0.4850746268656717,0.4651162790697674,0.2767857142857144,0.3002752694811041,0.4115684936699264,0.37418233604479956,0.5,0.4510372868744867,0.3,0.6,0,0.3,0.1,0.4,0.3,0.4,0.3,0.6,0.46551724137931355,0.42105263157894735,0.3116883116883149,0,0
10005,0.1336683709437862,0.24701827517822936,0.24573754137759038,0.20681659657685425,0.20078988203051523,0.40212251023168444,0.2595520046661975,0.17401767688346623,0.21659778586503342,0.3723404255319149,0.8270676691729323,0.5228426395939086,0.49400436046511625,0.3212530712530713,0.29197080291970806,0.6666666666666666,0.6666666666666666,0.5897435897435898,0.574468085106383,0.75,0.45454545454545453,0.4642857142857143,0.6511627906976745,0.6774193548387096,0.13125695216907673,0.12048192771084337,0.21875,0.64,0.8888888888888888,0.7551020408163265,0.34063477872150205,0.3533678756476684,0.25547445255474455,0.22222222222222227,0.2954545454545456,0.4850746268656717,0.3720930232558138,0.2589285714285716,0.4097656350492655,0.31865160589290675,0.6036109971276159,0.25,0.44368099085376556,0,0.4,0,0,0.6,0,0,0.4,0.2,0.5,0.2948275862068986,0.3157894736842105,0.23376623376623618,0,0
10006,0.1223328747527429,0.5070673760259774,0.21884777581281462,0.3933254948686116,0.2034865466784627,0.3803345917024774,0.20551578885407812,0.2138927909939877,0.21644454215803538,0.2872340425531915,0.5037593984962406,0.4365482233502539,0.19658430232558136,0.31490581490581476,0.400268136451661,0.6296296296296297,0.6190476190476191,0.46153846153846156,0.48936170212765956,0.5833333333333334,0.42424242424242425,0.5,0.6976744186046512,0.6129032258064516,0.06599925843529847,0.10602409638554218,0.371875,0.33,0.5833333333333334,0.6224489795918368,0.23513634331694236,0.4896373056994819,0.16788321167883205,0.2777777777777778,0.3068181818181817,0.2388059701492537,0.4883720930232556,0.4821428571428574,0.5500244398137428,0.3594117201121977,0.44912983658789735,0.25,0.4481181078595845,0.4,0.2,0,0.1,0.3,0,0,0,0.5,0,0.17068965517241497,0.21052631578947367,0.15584415584415745,0,0
10007,0.04820548973441111,0.28829051522182464,0.28038135401079206,0.2913929216998429,0,0,0.22403135478436653,0.2192736665568982,0.1243185023030236,0.40425531914893625,0.5187969924812029,0.583756345177665,0.6707848837209305,0.3902538902538902,0.389095784299121,0.6666666666666666,0.6190476190476191,0.6666666666666666,0.6382978723404256,0.75,0.5151515151515151,0.5714285714285714,0.7209302325581395,0.6774193548387096,0,0.026506024096385545,0.18125,1,1,1,0.3071077335717479,0.3585492227979275,0.5182481751824817,0.2777777777777778,0.5113636363636364,0.5149253731343283,0.4883720930232556,0.3482142857142859,0.2664454220369941,0.39852930028049427,0.2774626469381351,0.25,0.5301516885085951,0,0.2,0,0.3,0.7,0.4,0.6,0.4,0.5,0.5,0.06896551724137288,0.49473684210526314,0.5012987012986961,0,0
10008,0.059586273610626295,0.2967118162257516,0.28482519385117666,0,0,0,0,0,0.1424558596243964,0.5638297872340426,0,0.451776649746193,0,0.38820638820638814,0.27096678087293313,1,1,1,1,1,1,1,1,1,0,0.04578313253012048,0.140625,1,1,1,0,0.29689119170984457,0.5401459854014597,0,0.443181818181818,0,0.4418604651162791,0.2767857142857144,0.39345527514085044,1,0.47568128605566146,0.25,0.5230998575068614,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10011,0.04042114124966633,0.48654221043701995,0.2425747063891534,0.3929795170000943,0.4228052708107158,0.26545872495361417,0.24445740069888372,0.15014290736240388,0.16639572985136453,0.40425531914893625,0.39849624060150374,0.42639593908629453,0.31667877906976755,0.26699426699426687,0.2924176970058096,0.6296296296296297,0.6190476190476191,0.6666666666666666,0.5531914893617021,0.6944444444444444,0.48484848484848486,0.42857142857142855,0.6046511627906976,0.6774193548387096,0.04671857619577308,0.07710843373493977,0.409375,0.34,0.5,0.6530612244897959,0.5610192221725525,0.4284974093264248,0.3868613138686132,0.2777777777777778,0.45454545454545453,0.4253731343283582,0.5581395348837209,0.32142857142857156,0.7334773996038176,0.3504409572183054,0.48313982958796975,0.25,0.4590788485431305,0.3,0.1,0,0,0.2,0.3,0.1,0,0,0.2,0.20172413793103586,0.24210526315789474,0.17922077922078108,0,0
10012,0.03911669621203306,0.2744001438194168,0.2755294064299641,0.27798072884770864,0.28344806077368107,0.23406786828460202,0.18749483888253038,0.21464310675186918,0.10888274781618616,0.27659574468085113,0.5639097744360901,0.4568527918781726,0.5639534883720929,0.4250614250614248,0.26619991062118287,0.5555555555555556,0.5714285714285714,0.5641025641025641,0.425531914893617,0.6111111111111112,0.3333333333333333,0.6071428571428571,0.627906976744186,0.4838709677419355,0.039488320355951054,0.04096385542168675,0.334375,0.85,0.9305555555555556,0.9387755102040817,0.36253911488600804,0.25906735751295334,0.40875912408759113,0.1666666666666667,0.5227272727272728,0.4850746268656717,0.47674418604651153,0.26785714285714285,0.16269198116848033,0.29583301746140045,0.25433874821984603,0.5,0.41313709524578307,0,0.7,0.3,0,0,0,0,0,0.2,0,0.34913793103448515,0.09473684210526316,0.07012987012987086,0.3,0.22500000000000223
10016,0.04714037357206902,0.21838922253245768,0.2423366435405613,0.3853983000830717,0.4800579381713754,0.34162994179745304,0.16262442473683014,0.15726340390469878,0.17333137259041564,0.39361702127659587,0.5639097744360901,0.3401015228426396,0.39589389534883723,0.4238329238329237,0.4010129599284969,0.5925925925925926,0.5714285714285714,0.6153846153846154,0.5319148936170213,0.6388888888888888,0.45454545454545453,0.42857142857142855,0.5813953488372093,0.6451612903225806,0.0921394141638858,0.12289156626506023,0.415625,0.63,0.8611111111111112,0.7448979591836735,0.2498882431828342,0.33471502590673574,0.36496350364963503,0.22222222222222227,0.5113636363636364,0.380597014925373,0.45348837209302323,0.33928571428571436,0.3641274986493787,0.3634801506077376,0.3474860604890294,0.75,0.471239900886546,0.3,0.4,0,0,0,0.2,0,0.1,0,0,0.37241379310345085,0.16842105263157894,0.12467532467532597,0,0
10018,0,0.2978606861759204,0.2858114542239151,0.2908059619202326,0.2904063625935983,0.24178594500968165,0.2380203394546771,0,0.1424700555972537,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.38125,1,1,1,0,0,0,0.2777777777777778,0,0,0,0,0.363793059092897,0,0.4478505394771778,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0
10019,0.020961581897702305,0.35456823276273725,0.3927470185462295,0.25175232239956924,0,0,0.2786902491577726,0.27153121383026463,0.11588245443274715,0.17021276595744686,0.4812030075187969,0.40609137055837563,0.31486191860465124,0.5466830466830467,0.2760315805154178,0.7407407407407407,0.7142857142857143,0.6153846153846154,0.6170212765957447,0.6388888888888888,0.48484848484848486,0.5357142857142857,0.6976744186046512,0.7419354838709677,0.10011123470522804,0.11566265060240963,0.1875,0.78,0.8611111111111112,0.9081632653061225,0.2691104157353599,0.3259067357512953,0.40145985401459855,0.22222222222222227,0.6022727272727273,0.3208955223880598,0.5,0.28571428571428564,0.3522934835738725,0.3862987390392439,0.4268024813536412,0.5,0.5114503414921769,0.2,0.4,0,0.4,0.7,0,0,0.5,0.3,0,0.3879310344827613,0.3894736842105263,0.2883116883116913,0,0
10021,0.13510742421442404,0.3974809130285786,0.28209313925543017,0.29488160896360194,0,0,0.22828709519356608,0.22368413373961543,0.22444415486277594,0.27659574468085113,0.33834586466165406,0.3857868020304569,0.44749273255813976,0.30466830466830475,0.31312378966185017,0.7037037037037037,0.6666666666666666,0.7692307692307693,0.5957446808510638,0.6111111111111112,0.5151515151515151,0.6428571428571429,0.6976744186046512,0.7419354838709677,0.08064516129032258,0.024096385542168676,0.128125,0.18,1,0.3469387755102041,0.18417523468931607,0.39170984455958546,0.24087591240875905,0,0.3522727272727274,0.3582089552238807,0.4651162790697674,0.37499999999999994,0.7385968974299606,0.16053875116872615,0.47642955417702576,0.75,0.4976844864982486,0.3,0.4,0,0.5,0.5,0.9,0.5,0.3,0.6,0,0.310344827586209,0.5157894736842106,0.5220779220779275,0,0
10022,0.06032661889215143,0.2964168740625053,0.2849839024169047,0,0,0,0,0,0.1431274383403379,0.2872340425531915,0,0,0,0.3456183456183455,0.3333829882317892,1,1,1,1,1,1,1,1,1,0,0,0.225,1,1,1,0,0,0.42335766423357674,0,0.4318181818181819,0,0.45348837209302323,0,0.4039515319904298,0.42541631920754047,0.44594366265176566,0,0.4744144093554115,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10023,0.16410317835134575,0.44317447654788455,0.1993606312066386,0.3790393378686653,0.1960869407473354,0.33203764763985977,0.2700075317350196,0.15151459572570122,0.24736082304610632,0.44680851063829796,0.4436090225563909,0.5634517766497463,0.3829941860465117,0.5192465192465191,0.37673171458364363,0.7037037037037037,0.5714285714285714,0.6410256410256411,0.5106382978723404,0.6111111111111112,0.42424242424242425,0.5714285714285714,0.6511627906976745,0.7096774193548387,0.15109380793474228,0.04578313253012048,0.309375,0.22,0.625,0.5816326530612245,0.20429146177916854,0.3792746113989637,0.36496350364963503,0.3333333333333334,0.5568181818181817,0.2388059701492537,0.40697674418604646,0.3660714285714287,0.8024234004785058,0.7057842468349632,0.6646551932221391,0.25,0.4527649284375591,0,0,0,0.3,0,0.1,0,0,0.3,0,0.2482758620689672,0.22105263157894736,0.16363636363636533,0,0
