Facility.ID,PSI_03.x,PSI_06.x,PSI_08.x,PSI_09.x,PSI_10.x,PSI_11.x,PSI_12.x,PSI_13.x,PSI_14.x,PSI_15.x,PSI_90.x,MORT_30_COPD,MORT_30_HF,MORT_30_PN,READM-30-HF-HRRP,READM-30-COPD-HRRP,READM-30-PN-HRRP,H_COMP_1_STAR_RATING.x,H_COMP_2_STAR_RATING.x,H_COMP_3_STAR_RATING.x,H_COMP_5_STAR_RATING.x,H_COMP_6_STAR_RATING.x,H_COMP_7_STAR_RATING.x,H_CLEAN_STAR_RATING.x,H_QUIET_STAR_RATING.x,H_HSP_RATING_STAR_RATING.x,H_RECMND_STAR_RATING.x,H_STAR_RATING.x,HAI_6_SIR,OP-10,OP_18b,SEP_1,SEP_SH_3HR,SEV_SEP_3HR,SEV_SEP_6HR,EDAC_30_HF,EDAC_30_PN,OP_32,OP_36,READM_30_COPD,READM_30_HF,READM_30_HOSP_WIDE,READM_30_PN,PSI.90.W.Z.Score,CAUTI.W.Z.Score,CDI.W.Z.Score,Total.HAC.Score,MSPB-1.x,MORT.30.COPD.Measure.Score,MORT.30.HF.Measure.Score,MORT.30.PN.Measure.Score,MSPB.1.Measure.Score,Communication.with.Nurses.Dimension.Score,Communication.with.Doctors.Dimension.Score,Responsiveness.of.Hospital.Staff.Dimension.Score,Care.Transition.Dimension.Score,Communication.About.Medicines.Dimension.Score,Cleanliness.and.Quietness.of.Hospital.Environment.Dimension.Score,Discharge.Information.Dimension.Score,Overall.Rating.of.Hospital.Dimension.Score,HCAHPS.Base.Score,HCAHPS.Consistency.Score,HAI.6.Measure.Score,Weighted.Normalized.Clinical.Outcomes.Domain.Score,Unweighted.Person.and.Community.Engagement.Domain.Score,Weighted.Person.and.Community.Engagement.Domain.Score,Unweighted.Normalized.Efficiency.and.Cost.Reduction.Domain.Score,Weighted.Efficiency.and.Cost.Reduction.Domain.Score,Total.Performance.Score
10001,0.324846,0.159789,0.087809,2.934697,1.001075,4.207372,3.063311,4.413214,0.783725,1.273853,0.812611,8.3,8.9,14.5,1.0702,1.056,0.9232,3,3,3,3,4,3,3,4,3,4,3,0.56,1.1,183,55,82,75,90,16.1,-7.1,14.1,0.9,21.2,22.8,15.5,16.3,-0.3375,-0.4612,-0.3173,-0.3958,1.020251,2,3,6,0,3,1,4,3,4,3,6,2,26,19,3,15,45,11.25,0,0,36.25
10005,1.209887,0.212169,0.092103,2.151389,1.159824,7.543014,3.785178,4.211586,0.840449,1.000942,1.193776,8.6,16.7,18,1.0267,0.9562,0.9796,3,4,3,3,4,3,2,4,3,3,3,0.708,5,122,64,92,76,96,15.5,12.9,14.8,0.9,18.1,22.8,14.7,16.1,0.0881,0.5331,-0.685,0.5547,1.011867,0,0,4,0,0,6,0,0,4,2,5,0,17,18,3,9.5,35,8.75,0,0,28.25
10006,1.110518,0.304747,0.089731,2.957849,1.167554,7.195029,3.340863,4.760645,0.805441,1.144432,1.193355,7.8,12.4,16.3,0.863,0.9531,1.0523,3,3,1,2,2,2,2,4,3,3,2,0.356,4.4,171,33,70,63,74,-8.1,39.2,13.6,1,18.2,19.5,15.7,18.6,0.6333,-0.1304,-0.5237,-0.0853,1.016924,0,4,2,0,1,3,0,0,0,5,0,3,12,13,5,5.5,25,6.25,0,0,25.75
10007,0.460704,0.226862,0.095159,2.517095,NA,NA,3.493108,NA,0.848936,1.163795,0.940261,8.9,12.6,19.2,1.124,0.9899,1.0448,3,3,3,4,4,4,3,5,3,3,4,0,1.1,110,100,100,100,100,8,13.9,18.4,1,20,23.2,15.7,17.1,-0.469,-1.5517,-0.3689,-0.7965,1.110418,0,0,2,0,3,7,4,6,4,5,5,0,34,18,10,2.222222222222,52,17.333333333333,0,0,19.555555555556
10008,0.56047,0.22986,0.095551,NA,NA,NA,NA,NA,NA,NA,0.990089,10.4,NA,16.6,NA,0.9889,0.9655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,97,NA,NA,NA,NA,NA,2,18.7,NA,19.4,NA,15.3,16.3,0.0247,NA,NA,0.0247,1.102381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10011,0.392465,0.29744,0.091824,2.956353,1.796232,5.360293,3.661062,6.292115,0.8263,0.915029,1.055858,8.9,11,16.1,0.9291,0.9297,0.9799,3,3,3,3,3,3,2,3,3,3,3,0.252,3.2,183,34,64,66,84,64.8,27.4,16.6,1,19.5,22,16.3,16.8,1.3464,0.284,-0.5592,0.0556,1.029416,0,3,1,0,0,2,3,1,0,0,2,1,9,19,6,6.5,28,7,0,0,21.5
10012,0.38103,0.221917,0.094731,2.459101,1.396764,4.858935,3.192685,4.783089,0.84905,1.147132,0.897855,7.7,13.2,16.7,1.0652,1.0069,0.9623,2,3,2,2,3,1,3,4,2,1,2,0.213,1.7,159,85,95,94,97,20.4,-5.3,16.9,0.8,20.1,22.8,15.6,16.2,-0.8723,-1.0116,-0.7753,-0.8923,0.977056,4,0,7,3,0,0,0,0,0,2,0,0,2,12,8,11.25,14,3.5,30,7.5,44.75
10016,0.451367,0.201977,0.091803,2.923572,1.960347,6.576859,2.988187,6.347909,1.126568,0.940652,1.074912,8.8,13.2,14.4,0.9727,1.0063,1.0528,2,3,3,3,3,3,2,3,3,3,3,0.497,5.1,185,63,90,75,92,-4.8,9.3,16.3,0.9,20,21.4,15.4,17,-0.0893,-0.4549,-0.5076,-0.5064,1.043276,2,3,4,0,0,0,2,0,1,0,0,0,3,18,5,12,21,5.25,0,0,33.75
10018,NA,0.230269,0.095638,2.514557,1.41671,4.982204,3.608133,NA,NA,NA,0.990128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.0906,NA,NA,-0.0906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10019,0.221879,0.250457,0.105071,2.34569,NA,NA,3.942543,NA,0.985894,1.351843,0.917085,6.7,12.1,15.7,0.9281,1.0663,0.9689,4,4,3,4,3,3,3,4,4,4,4,0.54,4.8,112,78,90,91,96,-0.5,7.6,16.8,0.9,20.8,20.6,15.8,16.4,-0.1353,-1.2628,-0.4173,-0.1778,1.089104,5,2,4,0,4,7,0,0,5,3,0,4,23,19,2,12.5,42,10.5,0,0,32.5
10021,1.222502,0.265734,0.09531,2.53218,NA,NA,3.528101,NA,NA,1.179666,1.215332,7.7,10.2,15.3,1.0011,0.9481,0.9938,4,4,4,4,3,4,3,4,4,2,4,0.435,1,93,18,NA,36,NA,-19.5,20.3,14.6,NA,18.6,21.1,15.5,17.4,1.3663,NA,-1.3107,0.0278,1.073415,2,3,4,0,5,5,9,5,3,6,0,4,37,17,4,10,54,18,0,0,28
10022,0.56696,0.229755,0.095565,NA,NA,NA,NA,NA,NA,NA,0.991934,7.8,NA,NA,NA,0.9681,1.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,124,NA,NA,NA,NA,NA,NA,17.1,NA,19.3,NA,15.4,NA,0.0655,NA,-0.2625,-0.0985,1.046894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,1.476684,0.282001,0.088012,2.896076,1.146343,6.423656,3.871149,4.551728,0.814864,0.919965,1.27829,9.3,11.6,18.8,0.9656,1.0529,1.0365,4,3,3,3,3,2,3,4,3,3,3,0.815,1.9,151,22,73,59,75,-15,17.9,16.3,1.1,20.4,19.5,15,17.3,1.6144,0.6692,0.847,0.8076,1.02222,0,0,0,0,3,0,1,0,0,3,0,2,9,17,1,8,26,6.5,0,0,15
10024,0.312558,0.262228,0.115035,1.992409,1.230762,3.238653,3.123448,4.85767,0.820121,1.168347,0.820017,10.3,12.6,14.5,1.1512,1.0003,1.0908,3,3,4,3,3,2,2,4,3,4,3,1,1.1,118,70,84,91,92,12,10,16,0.9,19.8,23.6,16.1,17.5,0.1539,0.8471,1.0276,0.7377,1.028768,0,0,7,0,0,1,4,0,2,3,0,2,12,17,4,4.5,29,7.25,0,0,20.25
10029,0.284639,0.1832,0.100589,2.130613,1.679249,4.410458,3.075091,3.782965,0.963131,0.880183,0.797581,8.1,13.9,17.8,1.0423,0.9645,0.9749,4,4,3,3,3,3,2,5,4,4,3,0.54,3.8,186,71,90,89,94,42.3,23.5,17,0.8,20.7,22.8,14.8,16.6,-0.7619,-0.1556,-0.2109,-0.3351,0.946375,0,0,0,3,3,6,2,1,3,4,0,2,21,18,3,3,39,9.75,30,7.5,34.75
10033,2.312678,0.196278,0.091955,2.237694,2.072039,7.469795,4.910156,5.725878,1.017836,0.712292,1.690317,7.8,9.4,12.8,1.0758,0.9835,1.0727,4,4,3,3,3,4,2,4,4,4,4,0.482,5.2,184,60,84,78,90,36.8,32.7,19.9,0.9,20.4,23,16.2,17.8,2.3824,-0.8714,-0.5431,0.1717,0.976693,1,8,8,1,2,4,0,4,0,0,2,6,18,19,4,13.5,37,9.25,10,2.5,31.25
10034,0.534606,0.22941,0.108417,NA,NA,NA,NA,NA,NA,1.19316,0.982377,7.9,9.5,15.9,0.9846,0.9542,1.0061,3,3,4,5,2,3,2,4,3,2,3,0,NA,97,NA,NA,NA,NA,-2.3,-13.6,17.6,NA,18.7,21.5,15,16.5,-0.1133,NA,-1.1333,-0.6233,0.843279,4,9,2,10,3,5,5,6,7,3,0,4,33,16,10,16.666666666667,49,16.333333333333,100,33.333333333333,66.333333333333
10035,0.575095,0.245854,0.10453900000000001,2.335938,1.389332,5.15963,2.6542,5.102527,0.832663,1.053948,0.950071,8.8,10.8,18.3,1.0564,1.0669,1.1131,3,3,3,3,2,2,3,5,3,2,3,0.234,2.2,129,96,98,98,100,8,32.1,16.4,0.9,20.6,22.7,16.9,18.8,0.3929,-0.4088,-1.5139,-0.6173,0.991098,0,2,3,0,0,0,0,0,1,5,0,0,6,14,9,4.5,20,5,0,0,21
10036,0.351493,0.218804,0.093998,2.470647,NA,NA,3.744137,NA,0.847189,1.138179,0.930631,6,8.5,15.4,0.9556,1.0114,0.9691,2,2,2,2,2,1,3,3,2,2,2,0.736,2.4,119,25,73,75,NA,-4.4,-18.9,16.3,0.8,18.6,21.3,15.4,15.3,-0.5698,-1.5517,0.1697,-0.4309,0.974433,6,10,7,1,0,0,0,0,0,1,0,0,1,15,5,18,16,4,10,2.5,43.25
10038,0.94476,0.225121,0.094629,2.472682,1.402521,4.552817,3.905565,5.814981,0.855258,1.48372,1.151799,7.8,11.7,15.7,1.0931,0.909,0.9638,3,3,2,3,3,3,2,5,3,3,3,0,2.4,136,71,96,85,92,-0.2,-18.9,16.5,0.9,17.7,23.5,14.7,15.7,1.3763,0.4682,-0.9398,0.2823,0.977482,0,0,3,1,3,3,0,0,2,5,2,0,15,17,10,5.5,32,8,10,2.5,28.5
10039,0.245952,0.26394,0.12452,2.786355,1.188114,6.942638,3.65746,5.217696,0.708167,1.201436,0.975524,9.9,13.2,19.2,0.9887,1.098,1.0685,4,3,3,3,3,3,3,4,4,4,3,0.561,5.5,176,51,78,76,81,28.5,42.5,15.7,0.8,21.3,21.7,15.3,17.3,0.0135,-0.2539,-0.2689,0.0036,1.009971,0,0,0,0,2,2,1,2,0,3,1,3,14,18,4,7.5,32,8,0,0,21.5
10040,0.165985,0.228882,0.090784,2.330815,1.184663,5.951405,2.370665,6.541136,0.982204,0.937488,0.896174,8.1,10.9,18.2,1.1439,1.0499,1.0505,3,2,2,2,3,2,2,4,3,2,2,0.142,2.3,190,45,82,63,85,25.4,37.8,15.9,1,21.1,23.8,15.4,17,0.4154,-0.9091,-0.2625,-0.1265,1.049757,1,4,1,0,2,0,0,0,0,1,0,0,3,15,9,9.5,18,4.5,0,0,34
10044,0.554581,0.229493,0.0955,NA,NA,NA,NA,NA,NA,NA,0.988338,7.1,10.2,12.9,0.902,0.9815,0.9593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,96,NA,NA,NA,NA,-13.9,-6.4,16,NA,19.5,20.4,15.8,16.4,-0.0202,NA,2.0113,0.9956,0.937411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10045,0.523685,0.228739,0.095332,NA,NA,NA,NA,NA,NA,1.190444,0.971993,8.4,11.2,16,0.9509,0.9977,0.96,4,5,4,4,5,5,4,5,4,5,5,1.577,1.6,103,65,89,81,87,-5.6,-6.7,14.8,NA,20,21,15.9,16.5,-0.2515,NA,1.1211,0.4348,0.924763,0,0,2,5,9,10,3,9,5,10,10,7,63,20,NA,2.222222222222,83,27.666666666667,50,16.666666666667,46.555555555556
10046,0.208605,0.204637,0.092149,2.421924,2.08911,5.035198,2.495506,5.103083,0.84155,1.078207,0.868734,7.7,9.9,16.9,1.0623,1.0408,1.1588,3,2,3,2,3,2,3,3,3,3,3,0.292,1.7,131,79,96,86,87,-12.3,22.5,13.6,1.8,18.8,21.6,15.1,18,-1.5047,-1.5517,-0.6011,-0.7935,0.941294,4,10,2,4,3,3,4,0,1,3,0,0,14,16,6,15.5,30,7.5,40,10,45.5
10049,0.397333,0.222156,0.107196,2.446138,1.406548,4.421144,3.604421,4.712467,1.002112,1.128095,0.910603,10,13.7,18.4,1.0643,0.9372,1.0114,4,4,3,3,2,3,2,4,3,2,3,0.529,1.6,130,54,82,71,96,5.9,9.1,14.7,0.9,18.8,22.6,16,17.7,-0.9133,-0.2874,0.1762,-0.1828,0.952116,2,3,3,3,3,4,0,0,0,2,0,0,9,16,0,10,25,6.25,30,7.5,36.25
10051,0.583769,0.230255,0.095629,NA,NA,NA,NA,NA,NA,NA,0.996837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0868,NA,NA,0.0868,1.04945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10052,0.536493,0.229656,0.095498,NA,NA,NA,NA,NA,NA,NA,0.983189,7.3,NA,15.2,NA,1.0283,1.0033,4,4,5,4,3,3,3,5,3,2,4,NA,NA,120,NA,NA,NA,NA,NA,-0.2,16.4,NA,19.9,NA,15.5,17.4,-0.0727,NA,NA,-0.0727,1.036424,0,NA,3,0,7,8,10,1,7,7,2,0,42,19,NA,5,61,20.333333333333,0,0,25.333333333333
10055,0.142223,0.221045,0.101849,2.145412,1.558962,4.777908,3.383599,4.10457,0.963035,1.125482,0.808224,11,13.6,20.6,0.9799,1.0496,1.0014,4,3,3,3,3,3,2,4,3,3,3,0.418,1.9,175,60,82,88,86,12,28.3,18.7,0.9,19.5,22.1,15.2,15.9,-1.3692,-0.2288,-0.7592,-0.9965,1.028246,0,0,0,1,2,0,0,1,3,1,0,1,8,18,6,2,26,6.5,10,2.5,23.5
10056,0.439174,0.186568,0.087148,2.340544,1.564283,5.053192,3.292886,5.807031,0.789791,1.031778,0.974409,6.7,10,14.3,0.9354,0.9815,1.0024,4,4,4,4,4,4,2,4,4,4,4,0.332,2.1,140,56,73,82,100,21.3,30.4,15.6,0.8,19.7,21.7,14.7,16.8,0.1746,-0.2016,-0.5721,-0.0843,1.039442,7,5,5,0,2,3,3,5,4,3,3,5,28,20,5,17.5,48,12,0,0,39
10058,0.559152,0.229867,0.095537,NA,NA,NA,NA,NA,NA,NA,0.988892,NA,NA,16.1,0.9403,NA,1.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,127,NA,NA,NA,NA,-31.5,0.5,NA,NA,NA,20.9,15.6,16.7,0.0127,NA,1.892,0.9523,1.131051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10059,0.527711,0.229284,0.095459,NA,NA,NA,NA,NA,NA,NA,0.980607,7.9,10.5,13.2,0.9534,1.0821,0.9869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,75,NA,NA,NA,NA,-28.6,23.5,17.1,NA,20.2,21.2,15,16.7,-0.0942,NA,0.8889,0.3973,0.888656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10061,0.427939,0.266007,0.094984,2.51216,1.41789,NA,3.349297,NA,0.854606,1.169819,0.937388,8.7,14.6,14.3,0.9121,0.9465,0.982,3,2,4,3,3,2,2,5,3,2,3,0.233,5,166,50,95,71,85,-17.9,-1.2,14.9,0.9,18.5,21.1,15.3,16.7,0.758,2.1532,-0.3979,0.8377,1.009078,0,0,5,0,0,0,4,0,4,4,0,2,14,17,7,10.833333333333,31,10.333333333333,0,0,21.166666666667
10062,0.511349,0.228917,0.09544,NA,NA,NA,3.562792,NA,NA,1.180115,0.956696,8.3,11.2,16.3,0.8854,0.9847,0.9979,4,5,3,5,5,4,1,2,3,3,4,0,3.8,118,NA,NA,NA,NA,-32.7,24.6,17.4,NA,19.5,19.7,15.1,16.4,-0.539,NA,0.3761,-0.0815,0.973056,2,7,1,1,5,8,5,6,9,0,10,1,44,15,10,11.111111111111,59,19.666666666667,10,3.333333333333,34.111111111111
10065,0.444939,0.221698,0.094911,2.504793,NA,NA,3.389661,NA,0.851521,1.150333,0.928523,8.3,13.8,15.6,1.038,0.9896,0.9935,4,3,4,4,4,3,4,5,3,3,4,0,2.7,122,83,94,94,91,5.5,-17,17.5,1,19.6,23.1,14.8,16.4,-0.1129,-1.5517,0.918,-0.2489,0.98923,0,0,4,0,5,2,7,0,6,7,5,2,34,19,10,10.5,53,13.25,0,0,48.75
10069,1.216259,0.228035,0.095336,NA,NA,NA,NA,NA,NA,NA,1.172942,8.5,11.6,12.6,1.017,1.0347,1.0534,2,4,2,3,4,2,4,4,2,2,3,0.696,1.7,147,NA,NA,NA,NA,-0.4,16.5,18.1,NA,20.4,22.2,15,17,0.9568,NA,0.4406,0.6987,1.013255,0,0,10,0,0,7,2,1,6,6,3,0,25,15,6,11.111111111111,40,13.333333333333,0,0,24.444444444444
10073,1.295556,0.228765,0.095491,NA,NA,NA,NA,NA,NA,NA,1.199411,8,11.3,16.1,0.9581,0.9642,0.97,5,5,5,5,3,4,4,5,5,4,5,0,0,109,36,NA,79,73,-31,-0.8,15.7,NA,18.6,20.2,15.5,16.6,1.2683,NA,2.0113,1.6398,0.97148,0,4,5,2,10,10,10,6,10,9,0,10,65,17,NA,10,82,27.333333333333,20,6.666666666667,44
10078,0.138715,0.189298,0.090654,3.225119,1.631949,8.973405,3.853357,5.434911,0.801946,1.953533,1.070942,7.9,11.7,16.5,1.0085,1.067,0.9557,4,3,3,3,3,3,1,4,3,2,3,0.672,4.3,192,49,88,68,80,6,-18.8,18,1.3,19.7,21.4,15,15.3,0.4288,-0.143,0.2858,0.5603,1.0299179999999999,0,0,3,1,3,1,0,0,1,0,2,0,7,15,0,8,22,5.5,10,2.5,20
10079,0.784059,0.22006,0.093606,2.399206,1.671387,6.031079,3.274464,4.462006,0.836254,1.09526,1.050626,8.8,12.3,19.3,1.0977,0.9424,0.9263,4,3,3,3,3,3,3,4,3,3,3,0.827,5.5,156,64,85,77,98,-4.6,-11,15.5,0.8,19.4,25,15.6,16.4,1.7341,1.9209,0.647,0.4611,0.963704,0,1,0,3,3,3,1,0,0,4,0,3,14,17,0,1.875,31,7.75,30,7.5,25.458333333333
10083,0.617996,0.209263,0.092507,2.295912,1.400032,5.367102,4.961614,4.577245,0.990486,1.038479,1.057576,9.1,11.6,15.7,1.1672,0.9784,0.9837,4,3,4,4,3,4,4,5,4,3,4,0.434,2.1,161,58,73,87,95,-5.6,20.3,14.9,0.9,19.2,21.4,15.2,16.8,-0.1112,-1.2293,-0.914,-0.7441,0.951887,0,4,4,3,8,4,6,4,4,6,0,5,37,17,6,9,54,13.5,30,7.5,43.75
10085,0.430628,0.20724,0.091453,3.260627,NA,NA,3.455627,NA,0.812394,1.211119,0.951934,7.2,12.5,16.3,1.0099,0.9973,0.9379,4,3,3,3,3,3,3,3,3,2,3,0.599,5.2,152,36,62,67,88,6.1,26.7,17.7,1,18.9,22.3,15.5,17,0.5551,-0.2246,0.2084,0.2304,0.985957,2,0,5,1,2,2,0,0,1,2,1,0,8,14,0,10,22,5.5,10,2.5,24.5
10086,0.503849,0.228781,0.09529,2.528789,NA,NA,3.570047,NA,NA,1.187969,0.963554,7.5,14.7,13.7,0.9574,0.9562,0.9687,4,5,5,4,5,4,2,4,3,3,4,1.114,1.1,128,NA,NA,NA,NA,-2.5,2.1,15.8,1.1,18.6,21.1,14.8,16.8,-0.2176,NA,-0.127,-0.1723,1.017158,0,0,7,0,3,10,9,3,6,5,10,0,46,19,0,7.777777777778,65,21.666666666667,0,0,29.444444444444
10087,0.550134,0.214125,0.107038,2.259974,1.341882,3.993432,3.872164,3.729197,0.820516,0.914759,0.887907,8.2,10.6,15.7,1.0028,1.0207,0.9761,3,3,3,4,3,3,2,3,3,3,3,0.542,9.5,237,52,83,70,91,-10.5,-31.4,16.8,1.1,20,22.4,16.3,15.9,-0.5778,-0.1221,0.1987,-0.203,0.994704,NA,5,NA,0,0,1,1,1,5,0,0,0,8,18,7,NA,26,8.666666666667,0,0,28
10089,0.809178,0.220863,0.106793,2.673765,1.682967,4.283874,3.496145,4.632733,0.853423,1.113679,1.032826,9.3,12.2,20.6,1.0001,1.044,0.9773,3,3,4,3,3,4,2,4,3,3,3,0.144,1,134,72,100,79,95,1.5,28.6,15,0.9,22.2,23.5,15.9,16.7,-0.4376,-1.2419,-1.2558,-0.5213,1.014207,0,0,0,0,2,3,3,3,2,0,1,4,18,19,8,6.25,37,9.25,0,0,24.25
10090,0.161532,0.190529,0.090778,2.363745,1.650763,6.492013,2.885258,3.988345,0.98153,1.246029,0.841142,9.7,15.4,15.9,0.867,0.9644,0.9512,3,3,4,3,3,3,3,3,3,3,3,0.57,7.5,164,87,98,92,95,31.8,5,15.1,1.1,19.8,20.4,15.5,15.3,-0.2888,-1.5517,-0.327,-0.3876,0.975794,0,0,5,1,0,2,6,2,1,2,3,2,18,19,3,11,37,9.25,10,2.5,36.75
10091,0.570033,0.229781,0.095575,NA,NA,NA,NA,NA,NA,NA,0.99276,8,NA,13.7,1.0214,0.9877,0.9418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,141,NA,NA,NA,NA,-22,-18.8,16.2,NA,19.1,21.9,15.5,15.8,0.0242,NA,0.7051,0.3646,0.806599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10092,0.807133,0.222462,0.095923,1.829223,NA,NA,4.699711,NA,0.762511,0.684265,1.08561,9.4,12.9,16.2,1.075,0.9413,0.995,2,3,2,2,2,2,1,4,2,2,2,0.65,1.4,170,45,85,72,59,30,39.9,17.2,1,18.5,23.4,15.7,18.1,0.7918,-0.009,0.4987,0.5545,0.98874,0,0,5,0,0,0,0,0,0,0,0,0,0,14,1,8.5,14,3.5,0,0,16.5
10095,0.55092,0.229772,0.095541,NA,NA,NA,NA,NA,NA,NA,0.987343,NA,NA,NA,NA,0.9775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,-0.011,NA,NA,-0.011,1.040819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10097,0.565222,0.229678,0.095553,NA,NA,NA,NA,NA,NA,NA,0.991421,NA,NA,NA,NA,0.9922,0.9562,5,5,5,5,3,4,3,5,3,4,4,NA,2,108,NA,NA,NA,NA,NA,5.6,18.9,NA,NA,NA,15.9,16.9,-0.0149,NA,-1.946,-0.9804,0.946567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10099,0.482307,0.227138,0.095142,2.51227,NA,NA,3.486341,NA,0.852088,1.159308,0.984332,8.4,11.8,15.8,1.0351,0.9597,1.0076,4,4,4,3,2,3,4,5,3,3,3,0.521,2.2,117,44,75,78,85,-7.5,-14,18.7,NA,19.2,21.5,15.2,16.6,1.4633,-1.5517,-0.3044,-0.2061,1.003518,0,2,9,0,4,6,9,2,5,6,0,2,34,16,4,12.222222222222,50,16.666666666667,0,0,28.888888888889
10100,0.418811,0.232409,0.090567,2.429426,1.195254,4.658654,5.025582,4.386128,0.823235,0.924557,0.960569,7.8,14.2,19.6,0.9408,0.9679,0.9415,4,3,4,3,4,3,2,4,4,4,4,0.566,2.1,160,94,100,94,100,-3.3,-1.7,16.3,1,19.1,20.7,15.8,15.7,-0.5265,0.6566,-0.9269,-0.2078,0.956337,0,0,0,3,3,2,4,2,3,2,5,5,26,20,6,7.5,46,11.5,30,7.5,37
10101,0.464826,0.227543,0.095201,2.535828,NA,NA,4.235234,NA,NA,1.1879439999999999,0.993626,8.5,10.3,19.6,0.9786,0.9751,1.0454,4,3,5,4,3,4,3,4,4,4,4,0,0,119,47,67,75,96,-9.7,6.7,15.6,NA,19.2,22.6,15.1,16.7,-0.3098,0.0349,-1.946,-0.7403,0.955343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10102,0.579888,0.230219,0.095647,NA,NA,NA,NA,NA,NA,NA,0.995723,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0647,NA,NA,0.0647,0.933602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10103,0.341228,0.192901,0.102814,2.546252,2.119031,6.157464,6.410766,8.872815,0.802658,0.849289,1.33663,8.6,11.8,16.7,1.0629,0.9992,1.0434,3,4,3,3,3,3,1,4,3,3,3,0.3,5.2,152,53,82,73,92,14.5,25.8,16.6,0.9,20.1,22.6,14.9,17.2,2.3824,-0.4863,-0.356,0.1158,1.014047,0,1,5,0,1,5,1,1,3,1,0,2,14,19,6,10.5,33,8.25,0,0,33.75
10104,0.24044,0.335897,0.087284,2.275929,1.804831,4.566951,2.990612,5.006118,0.925883,0.667134,0.874048,7.5,11.1,16.2,0.9688,1.0355,1.0755,4,4,3,3,3,4,2,5,4,4,4,0.465,1.6,203,61,92,75,92,3.8,40.3,15.6,1,19.3,21,16.4,17.6,-1.1305,0.2317,-0.4012,-0.5137,1.023866,2,1,4,0,4,4,0,5,0,2,1,6,22,19,4,12,41,10.25,0,0,30.75
10108,0.407203,0.225929,0.094786,NA,NA,NA,NA,NA,NA,1.198455,0.943997,6.3,8.6,12.5,0.9721,0.9747,1.011,5,4,5,4,3,4,4,5,4,4,4,0.805,1.8,155,42,69,79,96,-10.4,18,16.6,NA,18.7,20.8,15.3,17.1,-0.472,0.1668,0.489,0.6095,0.947684,7,10,10,3,8,6,7,6,4,8,0,5,44,18,3,20.625,62,15.5,30,7.5,47.375
