Facility.ID,PSI_03.x,PSI_06.x,PSI_08.x,PSI_09.x,PSI_10.x,PSI_11.x,PSI_12.x,PSI_13.x,PSI_14.x,PSI_15.x,PSI_90.x,MORT_30_COPD,MORT_30_HF,MORT_30_PN,READM-30-HF-HRRP,READM-30-COPD-HRRP,READM-30-PN-HRRP,H_COMP_1_STAR_RATING.x,H_COMP_2_STAR_RATING.x,H_COMP_3_STAR_RATING.x,H_COMP_5_STAR_RATING.x,H_COMP_6_STAR_RATING.x,H_COMP_7_STAR_RATING.x,H_CLEAN_STAR_RATING.x,H_QUIET_STAR_RATING.x,H_HSP_RATING_STAR_RATING.x,H_RECMND_STAR_RATING.x,H_STAR_RATING.x,HAI_6_SIR,OP-10,OP_18b,SEP_1,SEP_SH_3HR,SEV_SEP_3HR,SEV_SEP_6HR,EDAC_30_HF,EDAC_30_PN,OP_32,OP_36,READM_30_COPD,READM_30_HF,READM_30_HOSP_WIDE,READM_30_PN,PSI.90.W.Z.Score,CAUTI.W.Z.Score,CDI.W.Z.Score,Total.HAC.Score,MSPB-1.x,MORT.30.COPD.Measure.Score,MORT.30.HF.Measure.Score,MORT.30.PN.Measure.Score,MSPB.1.Measure.Score,Communication.with.Nurses.Dimension.Score,Communication.with.Doctors.Dimension.Score,Responsiveness.of.Hospital.Staff.Dimension.Score,Care.Transition.Dimension.Score,Communication.About.Medicines.Dimension.Score,Cleanliness.and.Quietness.of.Hospital.Environment.Dimension.Score,Discharge.Information.Dimension.Score,Overall.Rating.of.Hospital.Dimension.Score,HCAHPS.Base.Score,HCAHPS.Consistency.Score,HAI.6.Measure.Score,Weighted.Normalized.Clinical.Outcomes.Domain.Score,Unweighted.Person.and.Community.Engagement.Domain.Score,Weighted.Person.and.Community.Engagement.Domain.Score,Unweighted.Normalized.Efficiency.and.Cost.Reduction.Domain.Score,Weighted.Efficiency.and.Cost.Reduction.Domain.Score,Total.Performance.Score
210016,2.61023,0.2187,0.103118,2.493751,1.229463,4.805394,3.455536,4.379122,0.830452,1.305057,1.523591,8.3,9.6,18.3,0.9478,0.9901,0.9572,2,2,3,2,3,2,3,3,3,3,3,0.95,0,280,61,92,83,77,-1.9,-6.4,15.1,1,19.5,19.9,14.7,15.4,2.3824,-0.6851,0.7212,0.0644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210017,0.401365,0.224069,0.094613,2.472185,1.380157,5.427502,3.624667,4.597514,0.846151,1.126238,0.93361,7.2,13,17.3,0.9593,0.9445,0.9673,4,5,5,3,4,4,4,3,4,4,4,0.49,0.9,120,62,82,83,97,12.4,16.5,16.9,1,18.9,21.8,15.2,15.7,0.2955,-1.5517,-0.1528,-0.4356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210018,1.579871,0.205445,0.091521,2.315946,1.399139,4.49809,2.897815,4.717781,0.841316,1.061335,1.202284,7.5,10.4,18.1,1.0058,1.006,1.0087,2,2,2,2,3,1,3,2,2,2,2,0.481,0.3,248,59,94,78,79,6.2,11.1,14.8,0.9,18.6,22.4,14.9,17.4,-0.3976,-1.1268,-0.0109,-0.6693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210019,0.758065,0.267221,0.098221,2.068417,1.168876,4.718847,3.96942,3.064797,0.930051,0.71612,0.929775,11,11.9,15.2,0.9355,0.9649,0.9909,4,3,3,3,4,3,3,2,3,4,3,0.42,0.4,158,53,83,80,70,2.9,29,21,1,19.3,20,14.4,16.1,-1.0118,1.9104,-0.456,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210022,0.55993,0.228718,0.098095,2.174429,1.571203,3.764277,3.273486,4.668901,0.953363,1.980184,0.948211,8.6,10.2,14.5,1.0235,0.9622,1.0372,3,3,2,2,3,3,2,2,3,3,3,0.436,0,210,66,92,92,77,15.8,26.7,16.7,1.2,19.1,23.3,14.7,16.9,-1.5047,0.3426,0.6083,0.0728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210023,0.351915,0.186785,0.093108,2.659331,0.995407,3.17494,3.484036,3.130689,1.028453,1.181539,0.745293,9.9,10.1,18.2,0.9396,1.0314,0.9585,4,3,3,3,3,3,3,3,4,4,3,0.827,0,191,67,95,83,81,-15.7,14.4,15.8,1,20.7,20.3,15.3,16.7,-1.5047,0.2296,1.4179,-0.0865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210024,1.412102,0.230224,0.099027,3.494546,1.333327,5.784528,2.761812,4.15139,0.840324,1.67054,1.2001,7.2,8.4,14,0.8282,0.9478,0.856,3,4,2,4,4,4,2,3,3,3,3,0.679,0,160,62,91,77,86,-30.3,-30.5,18.2,1.4,18,18.6,13.9,14.2,1.2256,0.0307,0.6599,0.5658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210027,0.760889,0.239214,0.088691,2.624353,1.134092,4.093391,5.276995,4.162575,0.817822,1.210226,1.052643,9.6,11.9,14.5,1.0319,1.0366,0.9451,4,2,3,3,4,3,3,3,3,2,3,0.363,0.5,220,76,94,85,99,8.2,-0.7,18,1,20.1,21.7,15.8,16,0.4478,-0.5365,0.2826,0.1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210028,1.306431,0.213379,0.104821,2.200473,1.352761,6.532982,3.471492,5.313795,0.823542,1.000094,1.244016,7.6,14.1,17.1,0.9282,0.9713,0.9474,3,2,3,4,4,3,3,3,3,3,3,0.832,0.8,199,77,96,87,90,21.5,-6.7,16,1.2,19.3,19.8,15.1,15.8,0.1967,-1.5517,-0.1625,-0.5919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210029,0.335075,0.212979,0.087729,2.170397,1.218379,2.6054,6.244654,4.14966,0.789615,1.145117,0.925336,8.1,9.1,15.3,0.9837,0.9669,1.0771,4,3,3,3,3,4,1,2,3,3,3,0.957,0,322,34,70,61,80,-1.1,28.4,20.8,1,19.6,21,16.2,17.9,-1.3065,-0.2016,1.4888,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210030,0.471941,0.226641,0.095239,2.518298,1.418819,4.833736,4.071842,4.82459,0.854191,1.174785,0.976012,9,10.4,13.9,0.9294,0.8969,1.0277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.3,148,50,65,93,67,-32.4,-29.8,18.4,1.2,18.3,20.6,14.7,14.9,-0.4362,NA,1.6146,0.5892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210032,0.638463,0.21263,0.093232,2.415328,1.65522,4.108718,2.83255,5.101227,0.834131,1.071798,0.955833,10.4,12.1,18,1.034,0.952,1.0015,2,1,2,2,3,1,2,2,2,2,2,0.498,1.5,197,55,82,75,88,-8.2,16.3,17,1.3,20,22.1,14.9,16.5,0.3018,-0.5951,0.1729,0.2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210033,0.645174,0.188894,0.089299,2.183589,1.525537,6.233694,3.360632,6.53367,0.803508,1.446839,1.119231,8.8,17,18.8,0.8861,1.0254,0.9375,2,1,3,2,3,3,4,2,2,2,2,0.937,0,215,62,89,82,87,-7.2,10.5,19.1,0.8,20,19,15.2,15.7,-1.0935,-0.7207,0.0504,-0.7512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210034,1.025165,0.254406,0.106062,2.398759,1.415717,4.629839,3.980632,4.766001,0.832455,1.427747,1.131927,8.2,9.9,16.4,1.0316,0.9959,0.9997,2,2,2,3,2,2,2,2,2,2,2,0.55,0,123,61,88,74,100,25.2,29.7,15.6,0.9,19.1,22.2,15.4,16.4,2.0893,-0.7019,0.5116,0.8062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210035,0.964651,0.246943,0.091295,2.251172,1.355821,5.050514,3.860661,4.89313,0.812291,0.991619,1.103879,10.4,12.4,14.4,0.9663,0.9888,1.0557,3,2,2,2,3,2,3,3,3,2,2,1.779,0.3,192,80,94,88,96,51.5,7.8,19,1.1,19.2,22.4,15.5,15.8,1.9869,-1.5517,2.0113,0.2685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210037,0.367344,0.230339,0.102159,2.213301,1.318531,4.512065,2.925141,4.961508,0.830234,1.265023,0.874999,10.7,12.9,14.3,0.918,0.936,0.8523,3,3,3,2,3,2,4,2,3,2,3,0.38,1.4,153,51,89,82,63,-14.6,-11,16.6,1,16.8,20.4,14.1,13.7,-0.3283,1.6236,0.1149,0.2471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210038,0.285962,0.223426,0.093855,2.388792,1.38461,4.362871,3.001995,4.491179,0.839995,1.138942,0.828113,6.8,9.2,14.1,0.9836,1.0419,0.9808,2,2,2,1,2,2,1,3,2,2,2,0.204,0,208,66,98,82,80,18,115.1,17,0.8,20.3,22.3,16.3,16.8,-1.5047,-0.4737,-0.027,-0.3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210039,1.614359,0.281859,0.092544,2.426288,1.406172,4.622505,3.465671,4.731781,0.852739,1.108996,1.263834,7.7,7.3,9.8,0.9722,0.9572,0.9454,3,2,3,2,3,2,3,3,2,2,3,0.59,0,183,57,86,81,91,7.4,8.9,15.5,0.7,19.3,23.1,15,16.8,1.4668,2.1532,-0.1335,0.0611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210040,3.35068,0.270041,0.102156,2.242356,1.365073,5.399388,2.601439,4.987602,0.829321,1.277497,1.75066,8.8,12.3,17.5,0.9488,0.9817,0.9872,2,2,3,2,3,2,3,3,3,2,2,0.445,0,266,44,77,72,85,5.4,24.1,15.9,1,18.8,20.9,14.2,15.1,2.3824,0.4347,-0.7366,0.9472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210043,0.255318,0.243177,0.087412,3.392563,1.299729,5.142479,3.297771,7.680338,0.883087,0.729669,1.024199,8.9,13,17.2,1.1167,0.8954,0.9616,4,3,3,3,3,3,3,3,3,3,3,0.542,0,247,71,94,79,93,19.4,15.8,17.2,0.8,17.5,23.1,15.6,16.7,1.24,-0.4088,0.6341,0.1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210044,1.995959,0.255568,0.087913,2.92312,1.221977,2.988339,5.079935,5.637508,0.798872,0.787159,1.436143,7.8,11.4,15.9,0.9105,0.949,0.9251,3,2,2,2,2,2,1,2,3,3,2,0.916,0.8,228,52,83,71,89,-21.7,8.9,14.2,1,18.7,19.7,13.4,15.4,1.8961,-0.0321,1.6049,0.8476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210048,0.447233,0.243733,0.100995,2.302221,1.655365,4.633147,4.37848,4.811545,0.813719,1.43682,1.000255,7.3,11.3,13.6,0.9633,0.966,1.0172,3,3,3,2,3,3,3,3,3,3,3,0.762,0,224,69,81,88,96,6.2,22.6,16.8,1.2,18.7,22,15.1,17.5,-1.5047,-1.1665,0.6664,-0.5293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210049,1.973206,0.214025,0.100909,2.353071,1.757323,6.2842460000000004,3.920637,4.465277,0.786994,0.841507,1.429016,9.1,12.3,15.9,0.8257,0.985,0.837,3,2,2,2,3,2,3,2,3,2,2,0.423,0.1,305,54,88,71,87,-5.6,-13.5,25,0.8,19.1,19,15.3,13.3,1.2787,0.9873,-0.6205,0.3445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210051,0.714853,0.199922,0.090471,2.076086,1.351775,3.556201,4.261218,6.237725,0.983566,0.937901,1.064531,7.9,8.8,13.2,0.9348,0.9848,1.0468,1,1,1,1,2,1,1,2,2,2,1,0.366,37,234,82,93,92,97,23.2,34.8,20.2,1.1,17.7,20.6,14.7,17.7,0.8729,-1.5517,-0.5205,-0.7873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210055,0.453242,0.227718,0.095086,2.521884,NA,NA,3.501028,NA,NA,1.185252,0.947016,8.6,14.8,20.6,1.0203,1.0152,1.1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.6,10.1,NA,NA,19.7,21,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210056,0.769178,0.205854,0.101585,2.294744,1.383408,6.783835,3.198904,4.951491,0.8149,1.57033,1.084947,7.2,8.4,15.9,0.9145,1.0156,0.9253,2,2,3,2,3,3,2,2,3,3,3,0.802,1.3,205,51,78,78,77,-11.6,10.5,18.9,1.3,20.7,19.8,14.8,16.1,-1.2186,-1.0389,1.0792,-0.1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210057,1.115066,0.215966,0.100126,2.624885,1.25782,6.058038,4.152067,6.669148,0.806428,1.127354,1.285098,7.8,10.4,15.1,0.9144,1.021,0.9993,3,2,2,2,3,3,3,3,3,3,3,0.668,0,177,74,93,95,80,-7.7,40.9,16,0.7,19.6,18.1,14.2,17,1.5267,1.0522,-0.0012,0.3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.5506,2.1532,2.0113,1.8748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210060,0.935637,0.224413,0.094509,2.512855,1.421041,4.904766,3.968916,4.852905,0.850946,1.155384,1.105779,8.6,11.8,14.5,1.1249,1.0108,1.1536,1,1,2,1,2,2,1,1,1,1,1,0,0,143,86,100,92,93,36,44,15.5,1.1,20,23.7,16.5,20.1,0.9607,2.1532,0.2439,1.1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210061,0.268494,0.216395,0.093502,2.601181,1.388842,5.283002,3.112767,4.413724,0.838095,1.014742,0.852428,7.8,13.9,15.9,1.0097,0.9144,0.918,4,4,4,3,4,3,3,2,3,3,3,0.928,2.1,121,44,87,85,54,-10.2,-11.1,18.8,0.9,18.1,22.8,15.3,16.5,-0.4475,0.374,0.3568,-0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210062,1.214376,0.185978,0.091301,2.163501,1.370146,6.112498,3.22671,4.391885,0.821966,0.993304,1.138312,7.6,9.3,17,1.0155,1.1076,1.0349,2,2,2,1,3,1,2,2,2,2,2,0.172,0,224,47,84,74,82,24.3,24.5,17.6,1,20.8,22.1,15.3,16.1,1.6005,-0.3021,-0.3334,0.1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210063,0.280915,0.203186,0.086114,2.888781,0.895096,5.736659,2.813556,3.023023,0.771381,0.977611,0.75369,7.6,11.5,17,0.9058,0.8916,0.9718,4,3,3,3,3,4,2,4,4,4,3,0.672,0.5,219,62,88,86,88,-7.1,8.6,17.8,1,18.6,21.1,14.2,16.9,-1.3372,0.1187,0.0181,-0.6994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210064,2.177991,0.22414,0.095015,NA,NA,NA,NA,NA,NA,NA,1.45191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,2.3824,NA,2.0113,2.1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210065,0.267622,0.257529,0.106193,2.61589,1.374716,4.039682,3.669311,4.816128,0.848154,1.075269,0.873968,9.6,10.1,16.3,1.0245,1.0535,1.033,2,2,2,2,3,1,2,2,3,3,2,0.636,0,224,68,100,80,93,37,2.7,16.5,1.1,21.5,23,14.9,15.4,-1.2063,-0.8714,-0.4108,-0.7117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220001,0.889944,0.249792,0.093238,2.382658,1.38608,4.472734,4.936999,6.298479,0.836954,1.402837,1.211423,7.9,11.6,15.5,1.1309,1.0669,1.0075,3,3,3,2,4,3,3,3,2,2,3,1.274,1.8,152,36,75,79,75,23.7,8.9,16.8,1.2,20.9,23,15.7,17.3,1.8404,2.1532,1.2437,0.9433,1.000448,5,1,2,0,0,0,0,0,0,0,5,0,5,15,0,12,20,5,0,0,29.5
220002,0.65895,0.196709,0.090452,2.510912,1.409957,7.782756,4.337108,5.078288,0.831828,1.260853,1.143749,5.9,10.2,13.2,1.0746,0.994,0.9727,4,4,3,3,3,4,3,4,4,4,4,0.456,2.4,151,48,67,90,88,20.4,15.8,14.4,1,19,22.2,15.1,16.5,1.066,0.621,0.0568,0.2142,0.958576,9,7,9,2,3,3,2,2,0,1,0,3,14,18,3,19,32,8,20,5,39.5
220008,0.754177,0.245917,0.091566,2.273252,1.390931,5.260767,3.01884,5.535677,0.822505,1.654382,1.06169,7.7,14.6,13.8,0.9988,1.2877,1.2059,4,4,3,3,3,4,4,2,4,4,4,0.261,1.9,159,66,77,94,92,16,31.7,15.1,0.9,23.8,21.9,15.8,19.2,1.0133,0.5184,0.1955,0.2475,1.007149,0,0,8,1,4,1,0,2,0,0,2,3,12,18,7,8.5,30,7.5,10,2.5,35.375
220010,0.377424,0.22968,0.090619,2.369357,1.370528,5.174291,3.706,4.958024,0.842008,0.9919,0.935144,7.9,11.5,14.3,1.0445,0.9931,1.0839,3,3,2,2,2,2,2,2,2,3,2,1.145,2.3,182,58,82,85,88,25.9,28.3,16.7,1.3,20.8,22.8,16.1,18.7,0.5501,1.2155,0.8405,0.3986,1.002004,1,2,7,1,0,1,0,0,1,1,0,1,4,12,3,14.5,16,4,10,2.5,33.5
220011,0.250151,0.292385,0.093513,2.40203,1.676637,5.647958,4.055373,5.620595,0.838884,1.408507,1.008716,7,9.7,15.6,0.9613,1.0373000000000001,0.9958,3,4,3,2,3,4,3,2,3,2,3,0.264,0.6,148,70,95,89,80,2.2,18,15.5,1,20.4,20.6,15.1,16.9,-0.2097,0.6796,-0.7721,-0.2129,0.980406,1,5,4,1,2,4,0,2,0,0,0,0,8,15,7,11,23,5.75,10,2.5,35.25
220012,0.459548,0.198254,0.095837,1.923397,1.169512,4.888593,4.858315,4.427542,0.783819,1.123598,0.962793,7.6,11.9,15.6,0.936,1.1247,0.9788,4,3,3,3,4,3,3,1,4,4,3,0.643,1.5,178,55,71,84,90,11.8,8.3,16.7,1.2,22.4,21.9,15.8,16.6,-0.5785,1.8978,0.8792,0.7326,0.988671,3,3,3,1,2,1,0,1,0,0,5,2,11,16,1,9.5,27,6.75,10,2.5,20.25
220015,0.220228,0.275463,0.092181,2.330434,1.395262,5.31886,3.926494,4.53923,0.836818,0.997716,0.893849,7.4,11.7,13.8,1.0297,1.0264,1.0179,4,3,4,3,4,4,3,3,4,4,4,0.659,0.9,199,53,79,84,80,14.1,14.7,14.4,0.7,20.1,23.6,15.8,17.2,-0.4968,-0.2058,1.0212,-0.0517,0.981686,0,1,6,1,6,4,3,3,4,1,6,4,31,19,7,12,50,12.5,10,2.5,42.625
220016,0.343905,0.220003,0.093844,2.707162,1.39835,4.539442,3.748185,4.691561,1.008508,1.480199,0.918603,7.2,12.3,14.6,1.1336,0.9878,1.0002,3,2,3,3,4,2,3,1,3,2,3,0.609,1.4,176,58,95,81,71,2.1,4.4,15,0.9,20.1,24.3,15.9,16.8,-0.7589,1.586,-0.7592,-0.1628,0.931243,5,0,7,4,0,0,0,2,0,0,7,0,9,15,4,15,24,6,40,10,42.25
220017,0.839839,0.222231,0.107159,2.469498,NA,NA,3.240004,NA,0.842834,1.127593,1.041202,7.6,9.8,15,1.1176,1.0099,1.0327,4,3,3,3,4,3,3,3,3,2,3,0.128,0,118,53,75,76,NA,-1.9,7.8,17.2,1.1,20.8,23.6,16.4,16.8,-0.5932,-0.5114,-0.7592,-0.153,1.02379,0,3,4,1,2,0,0,1,1,2,7,2,15,17,9,11.5,32,8,10,2.5,33.875
220019,0.904348,0.261473,0.094234,2.487584,1.403214,4.751798,3.199188,5.358128,0.854797,1.151635,1.081528,7.5,11.2,11.6,1.1402,1.0573,1.0489,4,3,3,2,3,3,4,2,3,3,3,0.491,1.5,151,53,89,70,86,38.6,17.1,17.1,1,21,24.6,15.8,17.2,0.7238,0.7571,0.5761,0.4674,0.953266,0,0,9,3,3,0,2,0,0,0,2,0,7,18,5,10.666666666667,25,8.333333333333,30,10,29
220020,0.195061,0.204388,0.09057,2.092377,1.535288,3.9192,2.4941,4.727393,0.825617,0.988963,0.768549,6.1,9.9,14.1,1.1266,1.1054,1.1964,4,3,4,4,5,4,4,4,4,4,4,0.435,1.2,156,88,97,94,96,2.8,53.3,15.3,1,20.7,21.6,16.5,19.5,-0.0492,-0.8337,-0.5882,-0.0481,0.991666,6,5,6,1,7,2,4,7,5,6,9,6,46,20,6,13.5,66,16.5,10,2.5,45.5
220024,0.658769,0.248406,0.106106,2.352061,1.394024,5.604348,3.477838,5.805421,0.991537,1.05643,1.070232,8.5,12.5,16,1.0502,1.0687,1.0617,4,3,3,3,3,3,3,3,4,4,3,0.597,0.7,165,88,95,94,100,5.4,19.4,14.8,0.9,20.7,21.7,15.6,17.8,0.3078,0.058,0.2729,-0.054,0.945997,0,1,3,3,3,2,0,0,1,1,0,5,12,18,1,9.5,30,7.5,30,7.5,40
220029,0.274631,0.24898,0.104762,2.428898,1.966194,7.696222,3.319285,5.243504,0.848111,1.099123,1.023547,6,10.6,12.8,1.1335,1.0494,1.0322,4,3,4,3,4,3,3,3,3,3,3,0.794,1,162,59,75,83,93,29.7,-10.5,17.1,0.8,20.9,23.6,16.1,17,1.0522,0.0391,0.331,1.0618,1.046649,10,0,10,1,7,0,4,0,0,0,5,1,17,18,0,12,35,8.75,10,2.5,24.5
220030,0.370934,0.221924,0.094571,2.520429,1.413699,4.898911,4.038033,4.846634,0.856126,1.178416,0.947427,6.3,9,13.3,1.0656,1.0929,1.0414,4,3,4,4,3,3,3,2,4,3,3,0.811,0.5,144,45,NA,55,NA,-15.5,-0.6,14.3,0.9,20.4,21.3,15.9,17,-0.4225,NA,0.56,0.0687,0.95891,7,10,9,2,5,4,3,3,2,0,2,3,22,17,3,28.666666666667,39,13,20,6.666666666667,48.333333333333
220031,0.36844,0.240778,0.10125,2.547778,1.47623,4.989701,5.498739,4.899292,0.777263,1.867881,1.059061,7.3,8,12.5,1.0579,1.0059,1.0296,3,3,2,3,3,3,2,1,3,3,3,0.851,1.3,206,29,61,71,56,44.9,45.3,19.1,1.1,19.2,22.7,16.5,17,0.3893,0.8492,0.7406,0.5967,1.039742,1,10,10,0,0,0,0,1,0,0,0,0,1,13,0,17.5,14,3.5,0,0,22
220033,0.120141,0.214654,0.086963,2.477768,1.31088,4.028455,3.881265,5.584937,0.835011,0.958004,0.861397,5.6,10.5,13.9,1.111,0.967,1.0197,4,3,3,3,3,3,3,1,3,3,3,0.497,3.2,190,53,100,64,83,21.6,11.7,16.2,1,19.9,24,17,17.6,-0.3963,0.4494,0.0278,-0.2141,1.000712,10,2,6,0,3,0,1,1,0,0,0,0,5,15,3,13.5,20,5,0,0,25.5
220035,0.63228,0.266323,0.098427,2.737165,1.4753,3.686382,3.670271,5.097048,0.8035,1.40926,1.000359,5.9,8.7,11.9,1.0298,1.1067,0.9968,3,3,3,3,4,2,3,2,3,3,3,0.486,1,187,47,78,79,88,20.6,10.9,12.9,0.9,21.6,23.1,16,17,0.1373,0.5184,-0.8333,-0.0883,0.939829,10,10,10,4,2,1,0,0,2,1,3,1,10,17,6,23.5,27,6.75,40,10,46.75
220036,0.64175,0.218519,0.089749,1.817764,1.054872,5.526495,3.462263,4.193514,1.226125,1.545092,0.960615,8.1,8.1,15.6,1.1641,1.0456,1.0103,4,3,2,3,3,3,2,1,3,3,3,0.865,4.6,152,62,77,88,91,39,24.7,17,1.1,20.4,23.3,17.4,17.3,0.0596,1.3013,0.7599,0.2596,1.06978,0,10,5,0,2,2,1,2,1,1,1,0,10,14,4,12,24,6,0,0,25
220046,0.233874,0.28835,0.087855,2.493319,1.600899,5.404879,2.898114,5.469123,0.791435,0.790305,0.902932,7.9,12.2,14.6,1.0019,1.0183,0.9198,4,3,3,3,4,3,3,1,3,2,3,1.01,3,153,61,86,87,84,9.1,-2.3,13.8,1.2,19.9,21.9,15,15.2,-0.4878,-0.4946,1.7952,-0.1729,0.986535,0,0,4,2,3,0,0,0,0,0,6,0,9,15,0,6.5,24,6,20,5,28
220049,0.358279,0.223046,0.094003,2.514195,1.419812,4.874339,4.517362,4.831421,0.852701,1.166257,0.967616,9.4,9.3,16.3,0.9539,1.1633,1.1065,3,3,2,2,4,2,2,1,3,2,3,0.669,0,170,52,65,86,87,0.9,6.1,14.9,0.9,22.5,20.4,16.5,18.4,-0.3955,-0.9782,-1.0043,-0.438,1.005588,0,6,3,0,1,0,0,1,0,0,6,1,9,14,5,12.5,23,5.75,0,0,37
